REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406853001	OXYCODONE	2	null	null	12X000174	null	null	10262012	5.379	200	1210025612	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	30
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951079670	OXYCODONE	1	null	null	12X000167	null	null	10082012	0.672375	100	1210073819	ENDOCET TABS;7.5MG OXYCODONE.HCL & 5	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406853001	OXYCODONE	4	null	null	12X000209	null	null	12312012	10.758	400	1212025435	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	30
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011042010	OXYCODONE	2	null	null	12X000209	null	null	12312012	3.586	200	1212060284	OXYCONTIN 20MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	20
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011044010	OXYCODONE	2	null	null	12X000207	null	null	12242012	7.172	200	1212061431	OXYCONTIN 40MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	40
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951079670	OXYCODONE	1	null	null	12X000209	null	null	12312012	0.672375	100	1212070251	ENDOCET TABS;7.5MG OXYCODONE.HCL & 5	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	7.5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702000801	OXYCODONE	3	null	null	12X000003	null	null	1062012	4.03425	300	1201044749	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	15
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011044010	OXYCODONE	1	null	null	12X000007	null	null	1122012	3.586	100	1201063484	OXYCONTIN 40MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	40
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	8	null	null	12X000001	null	null	1042012	7.172	800	1201074058	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	4	null	null	12X000027	null	null	2242012	1.793	400	1202016601	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	603499221	OXYCODONE	1	null	null	12X000019	null	null	2092012	2.6895	100	1202033340	OXYCODONE HCL 30MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	30
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005601	OXYCODONE	2	null	null	12X000016	null	null	2062012	1.793	200	1202036010	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011041010	OXYCODONE	1	null	null	12X000044	null	null	3152012	0.8965	100	1203045345	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	4	null	null	12X000049	null	null	3262012	3.586	400	1203055675	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	1	null	null	12X000057	null	null	4092012	2.24125	500	1204012863	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406851501	OXYCODONE	6	null	null	12X000067	null	null	4252012	8.0685	600	1204020663	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702000901	OXYCODONE	12	null	null	12X000053	null	null	4022012	32.274	1200	1204037033	OXYCODONE HCL 30MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	30
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011042010	OXYCODONE	2	null	null	12X000059	null	null	4112012	3.586	200	1204050357	OXYCONTIN 20MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	20
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	1	null	null	12X000081	null	null	5172012	0.44825	100	1205019684	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406851501	OXYCODONE	5	null	null	12X000080	null	null	5162012	6.72375	500	1205025459	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005601	OXYCODONE	1	null	null	12X000093	null	null	6112012	0.8965	100	1206041123	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005601	OXYCODONE	4	null	null	12X000099	null	null	6252012	3.586	400	1206041702	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	228287811	OXYCODONE	6	null	null	12X000110	null	null	7122012	8.0685	600	1207007218	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702001801	OXYCODONE	1	null	null	12X000118	null	null	7252012	0.44825	100	1207042225	OXYCODONE HCL 5MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005601	OXYCODONE	2	null	null	12X000106	null	null	7052012	1.793	200	1207042435	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005601	OXYCODONE	6	null	null	12X000109	null	null	7112012	5.379	600	1207042631	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011042010	OXYCODONE	1	null	null	12X000129	null	null	8092012	1.793	100	1208062727	OXYCONTIN 20MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	20
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	12	null	null	12X000130	null	null	8132012	10.758	1200	1208073577	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951079670	OXYCODONE	1	null	null	12X000129	null	null	8092012	0.672375	100	1208074122	ENDOCET TABS;7.5MG OXYCODONE.HCL & 5	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	228287811	OXYCODONE	5	null	null	12X000152	null	null	9132012	6.72375	500	1209006783	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406051201	OXYCODONE	5	null	null	12X000154	null	null	9182012	2.24125	500	1209014763	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591320201	HYDROCODONE	1	null	null	null	null	null	9202012	0.3027	100	1209032220	HYDROCODONE BITARTRATE AND ACETA 5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	52544053901	HYDROCODONE	1	null	null	null	null	null	9142012	0.6054	100	1209049005	NORCO HYDROCODO.BIT./ACET.,10MG & 32	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591320301	HYDROCODONE	1	null	null	null	null	null	10052012	0.45405	100	1210036925	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011043010	OXYCODONE	6	null	null	12X000171	null	null	10152012	16.137	600	1210063171	OXYCONTIN 30MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	30
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591320201	HYDROCODONE	1	null	null	null	null	null	11132012	0.3027	100	1211037066	HYDROCODONE BITARTRATE AND ACETA 5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011048010	OXYCODONE	3	null	null	12X000193	null	null	11282012	21.516	300	1211064441	OXYCONTIN 80MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	80
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406851501	OXYCODONE	4	null	null	12X000205	null	null	12192012	5.379	400	1212024711	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591085305	HYDROCODONE	1	null	null	null	null	null	12102012	3.027	500	1212032684	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	1	null	null	12X000009	null	null	1242012	2.24125	500	1201019757	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702000901	OXYCODONE	11	null	null	12X000008	null	null	1162012	29.5845	1100	1201045139	OXYCODONE HCL 30MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	30
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951070070	OXYCODONE	3	null	null	12X000012	null	null	1302012	2.017125	300	1201073867	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	7.5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702000801	OXYCODONE	9	null	null	12X000017	null	null	2072012	12.10275	900	1202035492	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	15
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005601	OXYCODONE	3	null	null	12X000018	null	null	2082012	2.6895	300	1202036118	OXYCODONE HCI 10MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	BM7307805	RETAIL PHARMACY	MEDPARK PHARMACY INC	null	2002 MEDICAL PARKWAY	SUITE 170	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	5	null	null	12X000027	null	null	2242012	4.4825	500	1202060286	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
